#alt_asm_name	prim_asm_name	alt_scaf_name	parent_type	parent_name	ori	alt_scaf_start	alt_scaf_stop	parent_start	parent_stop	alt_start_tail	alt_stop_tail
Haplotigs	Primary_Assembly	PR102_c037_0-100485	SCAFFOLD	Phyram_PR-102_s0007	-	2	100475	1112579	1213915	1	10
Haplotigs	Primary_Assembly	PR102_c038	SCAFFOLD	Phyram_PR-102_s0003	+	105214	695729	1529043	2092205	105213	6
Haplotigs	Primary_Assembly	PR102_c039_507389-673560	SCAFFOLD	Phyram_PR-102_s0002	-	1	100735	1588361	1688272	0	65437
Haplotigs	Primary_Assembly	PR102_c042_0-42277	SCAFFOLD	Phyram_PR-102_s0003	+	0	42272	5096786	5139101	0	5
Haplotigs	Primary_Assembly	PR102_c043	SCAFFOLD	Phyram_PR-102_s0004	+	114724	567086	1866581	2468981	114723	13104
Haplotigs	Primary_Assembly	PR102_c045_0-89420	SCAFFOLD	Phyram_PR-102_s0001	-	6	89420	1030924	1117657	5	0
Haplotigs	Primary_Assembly	PR102_c046_428743-485818	SCAFFOLD	Phyram_PR-102_s0001	-	2	57057	5515187	5572252	1	19
Haplotigs	Primary_Assembly	PR102_c047_268187-482619	SCAFFOLD	Phyram_PR-102_s0003	-	1	214433	5470923	5661307	0	0
Haplotigs	Primary_Assembly	PR102_c048_281120-462068	SCAFFOLD	Phyram_PR-102_s0008	+	1	180940	281149	447595	0	9
Haplotigs	Primary_Assembly	PR102_c050	SCAFFOLD	Phyram_PR-102_s0013	+	9	426742	223062	675693	8	2
Haplotigs	Primary_Assembly	PR102_c055_0-38675	SCAFFOLD	Phyram_PR-102_s0015	+	31	38651	1129323	1167794	30	24
Haplotigs	Primary_Assembly	PR102_c056	SCAFFOLD	Phyram_PR-102_s0014	-	7	381446	205893	542830	6	5
Haplotigs	Primary_Assembly	PR102_c057	SCAFFOLD	Phyram_PR-102_s0026	-	58437	380366	6903	268177	58436	6
Haplotigs	Primary_Assembly	PR102_c058	SCAFFOLD	Phyram_PR-102_s0003	-	9	380208	2505818	2806693	8	9
Haplotigs	Primary_Assembly	PR102_c060	SCAFFOLD	Phyram_PR-102_s0015	+	116724	351096	16072	1281707	116723	5
Haplotigs	Primary_Assembly	PR102_c062	SCAFFOLD	Phyram_PR-102_s0001	-	0	266667	983172	1078801	0	55942
Haplotigs	Primary_Assembly	PR102_c064	SCAFFOLD	Phyram_PR-102_s0003	-	10363	298550	379761	656005	10362	3
Haplotigs	Primary_Assembly	PR102_c065	SCAFFOLD	Phyram_PR-102_s0007	-	20053	292900	341751	3407967	20052	6
Haplotigs	Primary_Assembly	PR102_c066	SCAFFOLD	Phyram_PR-102_s0002	-	68208	289171	2400570	5788521	68207	56
Haplotigs	Primary_Assembly	PR102_c067	SCAFFOLD	Phyram_PR-102_s0001	+	212	287548	599529	3950516	211	10
Haplotigs	Primary_Assembly	PR102_c068_0-116089	SCAFFOLD	Phyram_PR-102_s0006	-	0	116081	91553	217429	0	8
Haplotigs	Primary_Assembly	PR102_c068_202954-279864	SCAFFOLD	Phyram_PR-102_s0004	+	1	76395	348835	439424	0	516
Haplotigs	Primary_Assembly	PR102_c069_0-38610	SCAFFOLD	Phyram_PR-102_s0001	+	7	38604	1935307	1973863	6	6
Haplotigs	Primary_Assembly	PR102_c069_241824-278416	SCAFFOLD	Phyram_PR-102_s0004	-	1	36590	2653730	2693669	0	3
Haplotigs	Primary_Assembly	PR102_c070_108501-277177	SCAFFOLD	Phyram_PR-102_s0019	-	5	168669	581769	743231	4	8
Haplotigs	Primary_Assembly	PR102_c071	SCAFFOLD	Phyram_PR-102_s0023	+	13	276744	215590	531322	12	5
Haplotigs	Primary_Assembly	PR102_c072	SCAFFOLD	Phyram_PR-102_s0001	-	3793	275384	3032124	5334532	3792	0
Haplotigs	Primary_Assembly	PR102_c073_223356-275183	SCAFFOLD	Phyram_PR-102_s0004	+	4	51823	2799877	2851681	3	5
Haplotigs	Primary_Assembly	PR102_c074	SCAFFOLD	Phyram_PR-102_s0004	+	7	270922	953884	3011007	6	9
Haplotigs	Primary_Assembly	PR102_c076_151187-267140	SCAFFOLD	Phyram_PR-102_s0026	+	1	115948	15	115784	0	6
Haplotigs	Primary_Assembly	PR102_c078	SCAFFOLD	Phyram_PR-102_s0014	-	11	263879	27732	333446	10	14
Haplotigs	Primary_Assembly	PR102_c080	SCAFFOLD	Phyram_PR-102_s0008	+	7	208247	1155046	1761650	6	27332
Haplotigs	Primary_Assembly	PR102_c081	SCAFFOLD	Phyram_PR-102_s0001	-	0	233860	5515187	5752415	0	19
Haplotigs	Primary_Assembly	PR102_c082	SCAFFOLD	Phyram_PR-102_s0015	-	17	228715	1114627	1374437	16	6
Haplotigs	Primary_Assembly	PR102_c083	SCAFFOLD	Phyram_PR-102_s0018	-	1	169847	726982	913056	0	55452
Haplotigs	Primary_Assembly	PR102_c084	SCAFFOLD	Phyram_PR-102_s0022	+	8	181311	80772	273018	7	41012
Haplotigs	Primary_Assembly	PR102_c085	SCAFFOLD	Phyram_PR-102_s0007	-	33915	220725	653980	1086156	33914	0
Haplotigs	Primary_Assembly	PR102_c086	SCAFFOLD	Phyram_PR-102_s0015	+	81128	212637	1040244	1213359	81127	8
Haplotigs	Primary_Assembly	PR102_c087_0-45719	SCAFFOLD	Phyram_PR-102_s0010	+	9	45719	1821565	1866997	8	0
Haplotigs	Primary_Assembly	PR102_c088_146184-203600	SCAFFOLD	Phyram_PR-102_s0004	-	9	57411	368338	442835	8	6
Haplotigs	Primary_Assembly	PR102_c089	na	na	na	na	na	na	na	na	na
Haplotigs	Primary_Assembly	PR102_c090	SCAFFOLD	Phyram_PR-102_s0016	+	28420	199448	294955	470611	28419	11
Haplotigs	Primary_Assembly	PR102_c091	SCAFFOLD	Phyram_PR-102_s0002	-	209	196096	1978671	2196954	208	0
Haplotigs	Primary_Assembly	PR102_c093_129944-188132	SCAFFOLD	Phyram_PR-102_s0004	+	1	57673	367476	439424	0	516
Haplotigs	Primary_Assembly	PR102_c094	SCAFFOLD	Phyram_PR-102_s0005	-	2	102653	1221986	1319619	1	84235
Haplotigs	Primary_Assembly	PR102_c095	SCAFFOLD	Phyram_PR-102_s0016	+	28928	141337	147473	292125	28927	43591
Haplotigs	Primary_Assembly	PR102_c097	SCAFFOLD	Phyram_PR-102_s0012	-	23	178191	199340	406843	22	0
Haplotigs	Primary_Assembly	PR102_c098	SCAFFOLD	Phyram_PR-102_s0004	+	6	171602	2576505	2684772	5	19
Haplotigs	Primary_Assembly	PR102_c099	SCAFFOLD	Phyram_PR-102_s0003	-	392	160764	7	178410	391	10703
Haplotigs	Primary_Assembly	PR102_c100	SCAFFOLD	Phyram_PR-102_s0012	+	58159	165916	810401	895116	58158	8
Haplotigs	Primary_Assembly	PR102_c101	SCAFFOLD	Phyram_PR-102_s0001	-	2	160670	1056865	1210526	1	4
Haplotigs	Primary_Assembly	PR102_c103	SCAFFOLD	Phyram_PR-102_s0012	-	2	158167	469349	1252693	1	11
Haplotigs	Primary_Assembly	PR102_c104	SCAFFOLD	Phyram_PR-102_s0004	+	2395	156641	2575184	2851118	2394	5
Haplotigs	Primary_Assembly	PR102_c105	SCAFFOLD	Phyram_PR-102_s0003	-	2	153821	2381363	2539896	1	1
Haplotigs	Primary_Assembly	PR102_c106	SCAFFOLD	Phyram_PR-102_s0001	-	26899	153628	1935307	4235924	26898	7
Haplotigs	Primary_Assembly	PR102_c107	SCAFFOLD	Phyram_PR-102_s0001	-	7	138346	4083242	4149509	6	13986
Haplotigs	Primary_Assembly	PR102_c109	SCAFFOLD	Phyram_PR-102_s0005	+	14722	146091	80298	210521	14721	8
Haplotigs	Primary_Assembly	PR102_c110	na	na	na	na	na	na	na	na	na
Haplotigs	Primary_Assembly	PR102_c111	SCAFFOLD	Phyram_PR-102_s0004	-	58	143589	368338	562789	57	6
Haplotigs	Primary_Assembly	PR102_c112_80332-142316	SCAFFOLD	Phyram_PR-102_s0004	+	1	61978	3831754	3893710	0	7
Haplotigs	Primary_Assembly	PR102_c113	SCAFFOLD	Phyram_PR-102_s0011	+	22236	141068	738208	790865	22235	16
Haplotigs	Primary_Assembly	PR102_c114	SCAFFOLD	Phyram_PR-102_s0008	+	31271	139739	379365	1574091	31270	20
Haplotigs	Primary_Assembly	PR102_c116	SCAFFOLD	Phyram_PR-102_s0002	-	19	121945	538848	1533450	18	16151
Haplotigs	Primary_Assembly	PR102_c117	SCAFFOLD	Phyram_PR-102_s0003	+	10095	134036	4264733	5364898	10094	5
Haplotigs	Primary_Assembly	PR102_c118	SCAFFOLD	Phyram_PR-102_s0009	+	38918	132791	77084	163229	38917	0
Haplotigs	Primary_Assembly	PR102_c119	SCAFFOLD	Phyram_PR-102_s0003	+	4	132031	600007	656074	3	7
Haplotigs	Primary_Assembly	PR102_c120	SCAFFOLD	Phyram_PR-102_s0008	+	0	131161	2546822	2676975	0	5
Haplotigs	Primary_Assembly	PR102_c121	SCAFFOLD	Phyram_PR-102_s0004	-	15189	130533	196402	3924034	15188	3
Haplotigs	Primary_Assembly	PR102_c122	SCAFFOLD	Phyram_PR-102_s0003	+	0	129497	5096786	5236095	0	5
Haplotigs	Primary_Assembly	PR102_c123	na	na	na	na	na	na	na	na	na
Haplotigs	Primary_Assembly	PR102_c124	SCAFFOLD	Phyram_PR-102_s0001	-	62984	126050	536914	771765	62983	3
Haplotigs	Primary_Assembly	PR102_c125	SCAFFOLD	Phyram_PR-102_s0007	-	56488	122140	2702093	2773897	56487	17
Haplotigs	Primary_Assembly	PR102_c126	SCAFFOLD	Phyram_PR-102_s0004	-	4	121408	2576505	2692551	3	9
Haplotigs	Primary_Assembly	PR102_c127	SCAFFOLD	Phyram_PR-102_s0004	-	4	121323	2576505	2692551	3	9
Haplotigs	Primary_Assembly	PR102_c128	SCAFFOLD	Phyram_PR-102_s0006	+	52468	120539	3292758	3360972	52467	4
Haplotigs	Primary_Assembly	PR102_c129	SCAFFOLD	Phyram_PR-102_s0001	+	35898	120174	1561067	3451229	35897	4
Haplotigs	Primary_Assembly	PR102_c130	SCAFFOLD	Phyram_PR-102_s0013	+	4	116926	80106	112312	3	4
Haplotigs	Primary_Assembly	PR102_c131	SCAFFOLD	Phyram_PR-102_s0012	+	7371	115789	797237	898770	7370	0
Haplotigs	Primary_Assembly	PR102_c132	SCAFFOLD	Phyram_PR-102_s0010	+	9	67081	567057	1867092	8	48461
Haplotigs	Primary_Assembly	PR102_c133	SCAFFOLD	Phyram_PR-102_s0001	+	0	114552	806285	4073282	0	7
Haplotigs	Primary_Assembly	PR102_c134	SCAFFOLD	Phyram_PR-102_s0004	+	22	114310	3778346	3881715	21	16
Haplotigs	Primary_Assembly	PR102_c135	SCAFFOLD	Phyram_PR-102_s0004	-	5	113502	2576505	2693861	4	29
Haplotigs	Primary_Assembly	PR102_c136	SCAFFOLD	Phyram_PR-102_s0003	+	26	64030	1472318	3036616	25	42962
Haplotigs	Primary_Assembly	PR102_c137	SCAFFOLD	Phyram_PR-102_s0010	+	9	65123	552468	1867092	8	39853
Haplotigs	Primary_Assembly	PR102_c138	SCAFFOLD	Phyram_PR-102_s0005	-	1645	104309	3537306	3640733	1644	6
Haplotigs	Primary_Assembly	PR102_c140	SCAFFOLD	Phyram_PR-102_s0017	-	9699	101535	693064	994156	9698	4
Haplotigs	Primary_Assembly	PR102_c141	SCAFFOLD	Phyram_PR-102_s0008	+	26057	97071	1772682	1854170	26056	21
Haplotigs	Primary_Assembly	PR102_c143	SCAFFOLD	Phyram_PR-102_s0021	+	20989	96361	484331	561265	20988	6
Haplotigs	Primary_Assembly	PR102_c146	na	na	na	na	na	na	na	na	na
Haplotigs	Primary_Assembly	PR102_c147	SCAFFOLD	Phyram_PR-102_s0016	+	7620	64254	16155	76924	7619	20336
Haplotigs	Primary_Assembly	PR102_c148	SCAFFOLD	Phyram_PR-102_s0021	+	29199	76006	26436	91820	29198	9
Haplotigs	Primary_Assembly	PR102_c149	SCAFFOLD	Phyram_PR-102_s0005	-	18602	72195	1573123	1617100	18601	7
Haplotigs	Primary_Assembly	PR102_c150	SCAFFOLD	Phyram_PR-102_s0013	-	1322	72146	84931	138958	1321	14
Haplotigs	Primary_Assembly	PR102_c151	SCAFFOLD	Phyram_PR-102_s0013	+	287	48459	13382	1429621	286	20380
Haplotigs	Primary_Assembly	PR102_c152	SCAFFOLD	Phyram_PR-102_s0013	+	4930	66352	80106	138958	4929	9
Haplotigs	Primary_Assembly	PR102_c153	SCAFFOLD	Phyram_PR-102_s0013	-	10440	50311	344416	1450151	10439	3098
Haplotigs	Primary_Assembly	PR102_c155	na	na	na	na	na	na	na	na	na
Haplotigs	Primary_Assembly	PR102_c157	SCAFFOLD	Phyram_PR-102_s0003	+	16879	37973	4561	37015	16878	18
Haplotigs	Primary_Assembly	PR102_c159	SCAFFOLD	Phyram_PR-102_s0019	+	0	23195	829988	851166	0	9
Haplotigs	Primary_Assembly	PR102_c160	SCAFFOLD	Phyram_PR-102_s0012	-	977	22829	784718	811752	976	8
Haplotigs	Primary_Assembly	PR102_c162	SCAFFOLD	Phyram_PR-102_s0002	-	0	20995	430178	451410	0	4
Haplotigs	Primary_Assembly	PR102_c163	SCAFFOLD	Phyram_PR-102_s0002	+	228	19789	4341703	4362725	227	812
